record_id,window_number,start_sample,end_sample,split,fault_type,fault_size_in,outer_race_position,load_hp,speed_rpm,sampling_rate_hz,split_t0,split_t1,split_t2,split_t3
97,0,0,8192,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,1,4096,12288,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,2,8192,16384,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,3,12288,20480,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,4,16384,24576,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,5,20480,28672,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,6,24576,32768,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,7,28672,36864,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,8,32768,40960,source_train,normal,0.0,,0,1797,48000,target_adaptation,source_train,source_train,source_train
97,9,36864,45056,source_train,normal,0.0,,0,1797,48000,,source_train,source_train,source_train
97,10,40960,49152,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,11,45056,53248,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,12,49152,57344,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,13,53248,61440,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,14,57344,65536,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,15,61440,69632,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,16,65536,73728,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,17,69632,77824,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,18,73728,81920,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,19,77824,86016,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,20,81920,90112,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,21,86016,94208,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,22,90112,98304,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,23,94208,102400,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,24,98304,106496,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,25,102400,110592,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,26,106496,114688,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,27,110592,118784,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,28,114688,122880,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,29,118784,126976,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,30,122880,131072,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,31,126976,135168,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,32,131072,139264,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,33,135168,143360,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,34,139264,147456,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,35,143360,151552,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,36,147456,155648,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,37,151552,159744,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,38,155648,163840,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,39,159744,167936,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,40,163840,172032,source_train,normal,0.0,,0,1797,48000,target_test,source_train,source_train,source_train
97,41,167936,176128,source_train,normal,0.0,,0,1797,48000,target_test,,,
97,42,172032,180224,source_train,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,43,196608,204800,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,44,200704,208896,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,45,204800,212992,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,46,208896,217088,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,47,212992,221184,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,48,217088,225280,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,49,221184,229376,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,50,225280,233472,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,51,229376,237568,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
97,52,233472,241664,source_validation,normal,0.0,,0,1797,48000,target_test,source_validation,source_validation,source_validation
98,0,0,8192,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,1,4096,12288,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,2,8192,16384,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,3,12288,20480,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,4,16384,24576,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,5,20480,28672,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,6,24576,32768,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,7,28672,36864,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,8,32768,40960,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,9,36864,45056,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,10,40960,49152,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,11,45056,53248,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,12,49152,57344,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,13,53248,61440,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,14,57344,65536,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,15,61440,69632,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,16,65536,73728,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,17,69632,77824,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,18,73728,81920,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,19,77824,86016,source_train,normal,0.0,,1,1772,48000,source_train,target_adaptation,source_train,source_train
98,20,81920,90112,source_train,normal,0.0,,1,1772,48000,source_train,,source_train,source_train
98,21,86016,94208,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,22,90112,98304,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,23,94208,102400,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,24,98304,106496,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,25,102400,110592,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,26,106496,114688,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,27,110592,118784,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,28,114688,122880,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,29,118784,126976,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,30,122880,131072,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,31,126976,135168,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,32,131072,139264,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,33,135168,143360,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,34,139264,147456,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,35,143360,151552,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,36,147456,155648,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,37,151552,159744,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,38,155648,163840,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,39,159744,167936,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,40,163840,172032,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,41,167936,176128,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,42,172032,180224,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,43,176128,184320,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,44,180224,188416,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,45,184320,192512,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,46,188416,196608,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,47,192512,200704,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,48,196608,204800,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,49,200704,208896,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,50,204800,212992,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,51,208896,217088,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,52,212992,221184,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,53,217088,225280,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,54,221184,229376,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,55,225280,233472,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,56,229376,237568,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,57,233472,241664,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,58,237568,245760,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,59,241664,249856,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,60,245760,253952,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,61,249856,258048,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,62,253952,262144,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,63,258048,266240,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,64,262144,270336,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,65,266240,274432,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,66,270336,278528,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,67,274432,282624,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,68,278528,286720,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,69,282624,290816,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,70,286720,294912,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,71,290816,299008,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,72,294912,303104,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,73,299008,307200,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,74,303104,311296,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,75,307200,315392,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,76,311296,319488,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,77,315392,323584,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,78,319488,327680,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,79,323584,331776,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,80,327680,335872,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,81,331776,339968,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,82,335872,344064,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,83,339968,348160,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,84,344064,352256,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,85,348160,356352,source_train,normal,0.0,,1,1772,48000,source_train,target_test,source_train,source_train
98,86,352256,360448,source_train,normal,0.0,,1,1772,48000,,target_test,,
98,87,389120,397312,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,88,393216,401408,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,89,397312,405504,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,90,401408,409600,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,91,405504,413696,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,92,409600,417792,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,93,413696,421888,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,94,417792,425984,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,95,421888,430080,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,96,425984,434176,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,97,430080,438272,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,98,434176,442368,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,99,438272,446464,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,100,442368,450560,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,101,446464,454656,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,102,450560,458752,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,103,454656,462848,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,104,458752,466944,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,105,462848,471040,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,106,466944,475136,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,107,471040,479232,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
98,108,475136,483328,source_validation,normal,0.0,,1,1772,48000,source_validation,target_test,source_validation,source_validation
99,0,0,8192,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,1,4096,12288,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,2,8192,16384,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,3,12288,20480,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,4,16384,24576,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,5,20480,28672,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,6,24576,32768,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,7,28672,36864,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,8,32768,40960,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,9,36864,45056,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,10,40960,49152,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,11,45056,53248,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,12,49152,57344,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,13,53248,61440,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,14,57344,65536,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,15,61440,69632,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,16,65536,73728,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,17,69632,77824,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,18,73728,81920,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,19,77824,86016,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_adaptation,source_train
99,20,81920,90112,source_train,normal,0.0,,2,1750,48000,source_train,source_train,,source_train
99,21,86016,94208,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,22,90112,98304,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,23,94208,102400,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,24,98304,106496,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,25,102400,110592,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,26,106496,114688,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,27,110592,118784,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,28,114688,122880,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,29,118784,126976,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,30,122880,131072,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,31,126976,135168,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,32,131072,139264,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,33,135168,143360,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,34,139264,147456,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,35,143360,151552,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,36,147456,155648,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,37,151552,159744,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,38,155648,163840,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,39,159744,167936,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,40,163840,172032,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,41,167936,176128,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,42,172032,180224,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,43,176128,184320,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,44,180224,188416,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,45,184320,192512,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,46,188416,196608,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,47,192512,200704,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,48,196608,204800,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,49,200704,208896,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,50,204800,212992,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,51,208896,217088,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,52,212992,221184,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,53,217088,225280,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,54,221184,229376,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,55,225280,233472,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,56,229376,237568,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,57,233472,241664,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,58,237568,245760,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,59,241664,249856,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,60,245760,253952,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,61,249856,258048,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,62,253952,262144,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,63,258048,266240,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,64,262144,270336,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,65,266240,274432,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,66,270336,278528,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,67,274432,282624,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,68,278528,286720,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,69,282624,290816,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,70,286720,294912,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,71,290816,299008,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,72,294912,303104,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,73,299008,307200,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,74,303104,311296,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,75,307200,315392,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,76,311296,319488,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,77,315392,323584,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,78,319488,327680,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,79,323584,331776,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,80,327680,335872,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,81,331776,339968,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,82,335872,344064,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,83,339968,348160,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,84,344064,352256,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,85,348160,356352,source_train,normal,0.0,,2,1750,48000,source_train,source_train,target_test,source_train
99,86,352256,360448,source_train,normal,0.0,,2,1750,48000,,,target_test,
99,87,389120,397312,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,88,393216,401408,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,89,397312,405504,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,90,401408,409600,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,91,405504,413696,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,92,409600,417792,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,93,413696,421888,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
